Prowess company name,Short name,NIC code,Incorporation year,NSE symbol
MANAS PROPERTIES LTD.,NA,77,2004,NA
ARCHEAN CHEMICAL INDS. LTD.,NA,8931,2009,ACI
A G S TRANSACT TECHNOLOGIES LTD.,NA,70200,2002,AGSTRA
JUST DIAL LTD.,NA,70200,1993,JUSTDIAL
JAKHARIA FABRIC LTD.,NA,13131,2007,JAKHARIA
KRIDHAN INFRA LTD.,NA,46620,2006,KRIDHANINF
VASWANI INDUSTRIES LTD.,NA,24103,2003,VASWANI
HEMISPHERE PROPERTIES INDIA LTD.,NA,64300,2005,HEMIPROP
ONELIFE CAPITAL ADVISORS LTD.,NA,66190,2007,ONELIFECAP
THOMAS SCOTT (INDIA) LTD.,NA,1410,2010,THOMASCOTT
P B FINTECH LTD.,NA,64300,2008,POLICYBZR
COMFORT COMMOTRADE LTD.,NA,64300,2007,NA
PRITIKA AUTO INDS. LTD.,NA,2930,1980,PRITIKAUTO
EAST WEST HOLDINGS LTD.,NA,51,1981,NA
R J BIO-TECH LTD.,NA,1640,2005,NA
PYXIS FINVEST LTD.,NA,64990,2005,NA
ELGI RUBBER CO. LTD.,NA,221,2006,ELGIRUBCO
Q V C EXPORTS LTD.,NA,46620,2005,QVCEL
SHREE TIRUPATI BALAJEE AGRO TRADING CO. LTD.,NA,22203,2001,BALAJEE
ULTRA WIRING CONNECTIVITY SYSTEM LTD.,NA,25999,2005,UWCSL
S P P POLYMER LTD.,NA,22203,2004,SPPPOLY
FRATELLI VINEYARDS LTD.,NA,46102,2009,NA
SOUTH WEST PINNACLE EXPLORATION LTD.,NA,43122,2006,SOUTHWEST
MAHESHWARI LOGISTICS LTD.,NA,46610,2006,MAHESHWARI
CROWN LIFTERS LTD.,NA,77,2002,CROWN
CROISSANCE LTD.,NA,46909,1994,NA
R H I MAGNESITA INDIA LTD.,NA,46909,2010,RHIM
HALDER VENTURE LTD.,NA,47219,1982,NA
ABHA POWER & STEEL LTD.,NA,2410,2004,ABHAPOWER
SHAHLON SILK INDS. LTD.,NA,20203,2008,NA
ERIS LIFESCIENCES LTD.,NA,2100,2007,ERIS
IMAGICAAWORLD ENTERTAINMENT LTD.,NA,46909,2010,IMAGICAA
TREE HOUSE EDUCATION & ACCESSORIES LTD.,NA,70200,2006,TREEHOUSE
AMRAPALI FINCAP LTD.,NA,64191,2004,NA
SYRMA S G S TECHNOLOGY LTD.,NA,26101,2004,SYRMA
CLEAN SCIENCE & TECHNOLOGY LTD.,NA,20119,2003,CLEAN
PAR DRUGS & CHEMICALS LTD.,NA,8997,1999,PAR
SIMBHAOLI SUGARS LTD.,NA,10721,2011,SIMBHALS
HEXA TRADEX LTD.,NA,66190,2010,HEXATRADEX
SAMPANN UTPADAN INDIA LTD.,NA,22199,2010,SAMPANN
SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,NA,2710,2011,SCHNEIDER
SAMHI HOTELS LTD.,NA,55101,2010,SAMHI
U F O MOVIEZ INDIA LTD.,NA,70200,2004,UFO
YATRA ONLINE LTD.,NA,79110,2005,YATRA
VINAYAK POLYCON INTL. LTD.,NA,222,2009,NA
MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD.,NA,26600,2010,NA
ESSAR SHIPPING LTD.,NA,85302,2010,ESSARSHPNG
ADVANCE METERING TECHNOLOGY LTD.,NA,34,2011,AMTL
CASPIAN CORPORATE SERVICES LTD.,NA,70200,2011,NA
AERPACE INDUSTRIES LTD.,NA,71100,2011,NA
NEELAM LINENS & GARMENTS (INDIA) LTD.,NA,13921,2010,NEELAM
ASARFI HOSPITAL LTD.,NA,86100,2005,NA
RAJESH POWER SERVICES LTD.,NA,3510,2010,NA
SPACENET ENTERPRISES INDIA LTD.,NA,46101,2010,SPCENET
LEXUS GRANITO (INDIA) LTD.,NA,23939,2008,LEXUS
ARTEDZ FABS LTD.,NA,13121,2006,ARTEDZ
ULTRACAB (INDIA) LTD.,NA,27320,2007,NA
C D G PETCHEM LTD.,NA,46691,2011,NA
H G INFRA ENGG. LTD.,NA,42101,2003,HGINFRA
SYLVAN PLYBOARD (INDIA) LTD.,NA,16211,2002,SYLVANPLY
WORTH PERIPHERALS LTD.,NA,22203,1996,WORTH
FIVE CORE ELECTRONICS LTD.,NA,2640,2002,FIVECORE
HARIA APPARELS LTD.,NA,77,2011,NA
GALA PRECISION ENGG. LTD.,NA,24109,2009,GALAPREC
ZOMATO LTD.,NA,47990,2010,ZOMATO
RATTANINDIA ENTERPRISES LTD.,NA,70200,2010,RTNINDIA
SHANTI GURU INDS. LTD.,NA,64191,2010,NA
PRAMARA PROMOTIONS LTD.,NA,46909,2006,PRAMARA
SANGINITA CHEMICALS LTD.,NA,20,2005,SANGINITA
PLAZA WIRES LTD.,NA,27320,2006,PLAZACABLE
GOPAL SNACKS LTD.,NA,10616,2009,GOPAL
DIENSTEN TECH LTD.,NA,62013,2007,DTL
ANAND RAYONS LTD.,NA,46411,2018,NA
SKY GOLD LTD.,NA,32111,2008,SKYGOLD
INFIBEAM AVENUES LTD.,NA,62013,2010,INFIBEAM
PHOENIX OVERSEAS LTD.,NA,46204,2002,PHOGLOBAL
MOTISONS JEWELLERS LTD.,NA,46498,2011,MOTISONS
NOVA AGRITECH LTD.,NA,20219,2007,NOVAAGRI
INDIA SHELTER FINANCE CORPN. LTD.,NA,64192,1998,INDIASHLTR
MANPASAND BEVERAGES LTD.,NA,10304,2010,MANPASAND
VILIN BIO MED LTD.,NA,2100,2005,VILINBIO
ASTRON PAPER & BOARD MILL LTD.,NA,17015,2010,ASTRON
ROSSARI BIOTECH LTD.,NA,20,2009,ROSSARI
UTSSAV C Z GOLD JEWELS LTD.,NA,32111,2007,UTSSAV
TASTY DAIRY SPECIALITIES LTD.,NA,1412,1992,NA
VILAS TRANSCORE LTD.,NA,25910,2006,VILAS
MANAKSIA ALUMINIUM CO. LTD., ,24202,2010,MANAKALUCO
MANAKSIA COATED METALS & INDS. LTD.,NA,24,2010,MANAKCOAT
MANAKSIA STEELS LTD.,NA,24105,2001,MANAKSTEEL
SUVIDHAA INFOSERVE LTD.,NA,82990,2007,SUVIDHAA
CITYON SYSTEMS (INDIA) LTD.,NA,64191,2004,NA
BRAND CONCEPTS LTD.,NA,47510,2007,BCONCEPTS
S D C TECHMEDIA LTD.,NA,5911,2008,NA
JALAN TRANSOLUTIONS (INDIA) LTD.,NA,4923,2003,JALAN
VADIVARHE SPECIALITY CHEMICALS LTD.,NA,20,2009,VSCL
TOUCHWOOD ENTERTAINMENT LTD.,NA,82300,1997,TOUCHWOOD
G T P L HATHWAY LTD.,NA,61103,2006,GTPL
SAMRUDDHI REALTY LTD.,NA,41001,2003,NA
E C S BIZTECH LTD.,NA,63999,2010,NA
RHETAN T M T LTD.,NA,24105,1984,NA
N R B INDUSTRIAL BEARINGS LTD.,NA,28140,2011,NIBL
JYOTIRGAMYA ENTERPRISES LTD.,NA,64191,1986,NA
CROP LIFE SCIENCE LTD.,NA,2021,2006,CLSL
D R S DILIP ROADLINES LTD.,NA,49231,2009,DRSDILIP
STAR HOUSING FINANCE LTD.,NA,64192,2005,NA
PROLIFE INDUSTRIES LTD.,NA,20114,1994,PROLIFE
C M S INFO SYSTEMS LTD.,e,82990,2008,CMSINFO
S M S LIFESCIENCES INDIA LTD.,NA,2100,2006,SMSLIFE
A B INFRABUILD LTD.,NA,42909,2011,ABINFRA
K B C GLOBAL LTD.,NA,42909,2007,KBCGLOBAL
MACHHAR INDUSTRIES LTD.,NA,52219,2008,NA
INTEGRA ESSENTIA LTD.,NA,46101,2007,ESSENTIA
LAGNAM SPINTEX LTD.,NA,13111,2010,LAGNAM
RAMDEVBABA SOLVENT LTD.,NA,10402,2008,RBS
SHIV TEXCHEM LTD.,NA,46691,2005,NA
DOMS INDUSTRIES LTD.,NA,32901,2006,DOMS
ASHAPURA INTIMATES FASHION LTD.,NA,1410,2006,AIFL
J H S SVENDGAARD RETAIL VENTURES LTD.,NA,471,2007,RETAIL
DHANLAXMI CROP SCIENCE LTD.,NA,1640,2005,DHANLAXMI
REX PIPES & CABLES INDS. LTD.,NA,22209,2002,REXPIPES
VETO SWITCHGEARS & CABLES LTD.,NA,34,2007,VETO
LE MERITE EXPORTS LTD.,NA,46411,2003,LEMERITE
SUBAM PAPERS LTD.,NA,17015,2004,NA
INDOSTAR CAPITAL FINANCE LTD.,NA,64990,2009,INDOSTAR
LUCENT INDUSTRIES LTD.,NA,46909,2010,NA
JET KNITWEARS LTD.,NA,13111,1996,JETKNIT
I F L ENTERPRISES LTD.,NA,47510,2009,NA
DEKSON CASTINGS LTD.,NA,2930,2005,NA
SURAKSHA DIAGNOSTIC LTD.,NA,86100,2005,SURAKSHA
LOOKS HEALTH SERVICES LTD.,NA,64990,2011,NA
PECOS HOTELS & PUBS LTD.,NA,55101,2005,NA
DIKSHA GREENS LTD.,NA,34,2004,NA
BINDAL EXPORTS LTD.,NA,46411,2007,NA
HAS LIFESTYLE LTD.,NA,56301,2006,NA
MAX ALERT SYSTEMS LTD.,NA,64191,2004,NA
PANORAMA STUDIOS INTL. LTD.,NA,70200,1980,NA
HARSHA ENGINEERS INTL. LTD.,NA,42201,2010,HARSHA
T B O TEK LTD.,NA,79110,2006,TBOTEK
MUKTA AGRICULTURE LTD.,NA,64300,2011,NA
MYSTIC ELECTRONICS LTD.,NA,64300,2011,NA
SAGARDEEP ALLOYS LTD.,NA,24201,2007,SAGARDEEP
AMBITION MICA LTD.,NA,22201,2010,NA
IND RENEWABLE ENERGY LTD.,NA,64990,2011,NA
WAA SOLAR LTD.,NA,35105,2009,NA
CREATIVE NEWTECH LTD.,NA,47411,2004,CREATIVE
ASHOKA METCAST LTD.,NA,46909,2009,ASHOKAMET
UNIVERSUS PHOTO IMAGINGS LTD.,NA,34,2011,UNIVPHOTO
GENUS PAPER & BOARDS LTD.,NA,17015,2012,GENUSPAPER
ENVIRO INFRA ENGINEERS LTD.,NA,42209,2009,EIEL
KARNIMATA COLD STORAGE LTD.,NA,77,2011,NA
APEX FROZEN FOODS LTD.,NA,10204,2012,APEX
EURO INDIA FRESH FOODS LTD.,NA,1075,2009,EIFFL
SYNERGY GREEN INDS. LTD.,NA,24319,2010,SGIL
JUPITER INFOMEDIA LTD.,NA,64191,2005,NA
ZEAL AQUA LTD.,NA,46524,2009,NA
JOINTECA EDUCATION SOLUTIONS LTD.,NA,85302,2011,NA
JAMES WARREN TEA LTD.,NA,10791,2009,NA
AAVAS FINANCIERS LTD.,NA,64192,2011,AAVAS
GAJANAND INTERNATIONAL LTD.,NA,46109,2009,GAJANAND
VINYAS INNOVATIVE TECHNOLOGIES LTD.,NA,26104,2001,VINYAS
B K M INDUSTRIES LTD.,NA,34,2011,BKMINDST
HEADS U P VENTURES LTD.,NA,47711,2011,HEADSUP
PRABHAT TECHNOLOGIES (INDIA) LTD.,NA,26305,2007,NA
P D S LTD.,NA,46411,2011,PDSL
OPAL LUXURY TIME PRODUCTS LTD.,NA,26521,2007,OPAL
SAHAJ FASHIONS LTD.,NA,13121,2011,SAHAJ
WHITE ORGANIC RETAIL LTD.,NA,47,2011,NA
ASIAN WAREHOUSING LTD.,NA,52109,2012,NA
GUJARAT GAS LTD.,NA,52109,2012,GUJGASLTD
M E P INFRASTRUCTURE DEVELOPERS LTD.,NA,42101,2002,MEP
G C M COMMODITY & DERIVATIVES LTD.,NA,64300,2005,NA
QUESS CORP LTD.,NA,78100,2007,QUESS
BRONZE INFRA-TECH LTD.,NA,47595,2004,NA
SURYODAY SMALL FINANCE BANK LTD.,NA,64191,2008,SURYODAY
CAPTAIN PIPES LTD.,NA,22209,2010,NA
ECO FRIENDLY FOOD PROCESSING PARK LTD.,NA,1199,2008,NA
FUTURE LIFESTYLE FASHIONS LTD.,NA,47711,2012,FLFL
JINDAL POLY INVST. & FINANCE CO. LTD.,NA,64300,2012,JPOLYINVST
MUKKA PROTEINS LTD.,NA,10204,2010,MUKKA
SUN RETAIL LTD.,NA,47219,2007,NA
SODHANI ACADEMY OF FINTECH ENABLERS LTD.,NA,85302,2009,NA
D C X SYSTEMS LTD.,NA,27320,2011,DCXINDIA
INNOVA CAPTAB LTD.,NA,21002,2005,INNOVACAP
N I B E LTD.,NA,46620,2005,NA
MARKOLINES PAVEMENT TECHNOLOGIES LTD.,NA,42101,2002,NA
SUYOG GURBAXANI FUNICULAR ROPEWAYS LTD.,NA,52219,2010,NA
RITHWIK FACILITY MGMT. SERVICES LTD.,NA,35109,2010,NA
MEWAR HI-TECH ENGG. LTD.,NA,28162,2006,NA
ATISHAY LTD.,NA,62013,2000,NA
AHLADA ENGINEERS LTD.,NA,25111,2005,AHLADA
H P C BIOSCIENCES LTD.,NA,1199,2002,NA
HOME FIRST FINANCE CO. INDIA LTD.,NA,64192,2010,HOMEFIRST
A G I INFRA LTD.,NA,41001,2005,AGIIL
ADITYA CONSUMER MKTG. LTD.,NA,471,2002,NA
SERVOTECH POWER SYSTEMS LTD.,NA,27202,2004,SERVOTECH
VIBHOR STEEL TUBES LTD.,NA,24311,2003,VSTL
LAKHOTIA POLYESTERS (INDIA) LTD.,NA,13121,2005,NA
R & B DENIMS LTD.,NA,1312,2010,NA
APOLLO MICRO SYSTEMS LTD.,NA,2610,1997,APOLLO
GENSOL ENGINEERING LTD.,NA,46529,2012,GENSOL
ADITYA ULTRA STEEL LTD.,NA,24105,2011,AUSL
S J LOGISTICS (INDIA) LTD.,NA,50,2003,SJLOGISTIC
EXXARO TILES LTD.,NA,23939,2008,EXXARO
RAJSHREE POLYPACK LTD.,NA,22203,2011,RPPL
MOKSH ORNAMENTS LTD.,NA,46498,2012,MOKSH
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LTD.,NA,86100,2008,YATHARTH
RUDRA GLOBAL INFRA PRODUCTS LTD.,NA,24105,2010,NA
GO FASHION (INDIA) LTD.,NA,47711,2010,GOCOLORS
A V G LOGISTICS LTD.,NA,52219,2010,AVG
INDIA GREEN REALITY LTD.,NA,41001,2009,NA
J N K INDIA LTD.,NA,71100,2010,JNKINDIA
GOLDKART JEWELS LTD.,NA,46498,2010,GOLDKART
CAPACIT'E INFRAPROJECTS LTD.,NA,42909,2012,CAPACITE
SAHAJ SOLAR LTD.,NA,27900,2010,SAHAJSOLAR
E M S LTD.,NA,42101,2010,EMSLIMITED
INOX GREEN ENERGY SERVICES LTD.,NA,82990,2012,INOXGREEN
V K J INFRADEVELOPERS LTD.,NA,42909,2010,NA
BHALCHANDRAM CLOTHING LTD.,NA,64300,2005,BHALCHANDR
SWASHTHIK PLASCON LTD.,NA,222,2011,NA
GIR NATUREVIEW RESORTS LTD.,NA,55101,2009,GIRRESORTS
RAGHAV PRODUCTIVITY ENHANCERS LTD.,NA,8,2009,RPEL
STARLIT POWER SYSTEMS LTD.,NA,27201,2008,NA
V C U DATA MGMT. LTD.,NA,64990,2013,NA
L & T TECHNOLOGY SERVICES LTD.,NA,71100,2012,LTTS
NEWEVER TRADE WINGS LTD.,NA,46909,2012,NA
MEGATHERM INDUCTION LTD.,NA,26519,2010,MEGATHERM
INTELLECT DESIGN ARENA LTD.,NA,62013,2011,INTELLECT
RELICAB CABLE MFG. LTD.,NA,27320,2009,NA
GREENLAM INDUSTRIES LTD.,NA,16299,2013,GREENLAM
LAXMI GOLDORNA HOUSE LTD.,NA,42909,2010,LGHL
SURANI STEEL TUBES LTD.,NA,24311,2012,SURANI
R B Z JEWELLERS LTD.,NA,46498,2008,RBZJEWEL
PARVATI SWEETNERS & POWER LTD.,NA,10721,2011,NA
VEDANT FASHIONS LTD.,NA,47711,2002,MANYAVAR
A G UNIVERSAL LTD.,NA,46109,2008,AGUL
KAYNES TECHNOLOGY INDIA LTD.,NA,26104,2008,KAYNES
S M V D POLY PACK LTD.,NA,22203,2010,SMVD
G C M CAPITAL ADVISORS LTD.,NA,64300,2013,NA
VISHNU PRAKASH R PUNGLIA LTD.,NA,42909,2013,VPRPL
PARNAV SPORTS ACADEMY LTD.,NA,64191,2009,NA
JAISUKH DEALERS LTD.,NA,46909,2005,NA
SARVESHWAR FOODS LTD.,NA,1111,2004,SARVESHWAR
B C POWER CONTROLS LTD.,NA,46620,2008,BCP
GRACIOUS SOFTWARE LTD.,NA,64191,2007,NA
R K E C PROJECTS LTD.,NA,42101,2005,RKEC
PENTA GOLD LTD.,NA,32112,2012,PENTAGOLD
P N GADGIL JEWELLERS LTD.,NA,46498,2013,PNGJL
HI-GREEN CARBON LTD.,NA,19209,2011,HIGREEN
VANTAGE KNOWLEDGE ACADEMY LTD.,NA,85,2013,NA
K K V AGRO POWERS LTD.,NA,46498,2012,KKVAPOW
AANANDA LAKSHMI SPG. MILLS LTD.,NA,46103,2013,NA
SHESHADRI INDUSTRIES LTD.,NA,13111,2009,NA
LAXMIPATI ENGINEERING WORKS LTD.,NA,301,2012,NA
PARAMATRIX TECHNOLOGIES LTD.,NA,62013,2004,PARAMATRIX
LATENT VIEW ANALYTICS LTD.,NA,46909,2006,LATENTVIEW
BALKRISHNA PAPER MILLS LTD.,NA,46909,2013,BALKRISHNA
CHEMCON SPECIALITY CHEMICALS LTD.,NA,20,1988,CHEMCON
SUPREME POWER EQUIPMENT LTD.,NA,27102,2005,SUPREMEPWR
SHIGAN QUANTUM TECHNOLOGIES LTD.,NA,2930,2008,SHIGAN
SHREE TIRUPATI BALAJEE FIBC LTD.,NA,22203,2009,TIRUPATI
GUJARAT H Y-SPIN LTD.,NA,13111,2011,NA
SHRI KRISHNA PRASADAM LTD.,NA,46101,2009,NA
OASIS TRADELINK LTD.,NA,46305,1996,NA
ESCORP ASSET MGMT. LTD.,NA,64300,2011,NA
AUTUMN BUILDERS LTD.,NA,42909,2009,NA
JIGYASA INFRASTRUCTURE LTD.,NA,64191,2008,NA
KANAK KRISHI IMPLEMENTS LTD.,NA,64191,2010,NA
MADHUBAN CONSTRUCTIONS LTD.,NA,41001,2008,NA
SANSTAR LTD.,NA,10621,1982,SANSTAR
SULA VINEYARDS LTD.,NA,11020,2003,SULA
ONYX BIOTEC LTD.,NA,2100,2005,ONYX
TIRUPATI FORGE LTD.,NA,25910,2012,TIRUPATIFL
AKSHAR SPINTEX LTD.,NA,13111,2013,AKSHAR
UNIVASTU INDIA LTD.,NA,42909,2009,UNIVASTU
UNITED POLYFAB GUJARAT LTD.,NA,13111,2010,UNITEDPOLY
ATAL REALTECH LTD.,NA,42909,2012,ATALREAL
FROG CELLSAT LTD.,NA,26302,2004,FROG
WESTERN CARRIERS (INDIA) LTD.,NA,4923,2011,WCIL
M K PROTEINS LTD.,NA,10402,2012,MKPL
SUPERNOVA ADVERTISING LTD.,NA,46909,2008,NA
LEGACY MERCANTILE LTD.,NA,64191,2011,NA
BHANDERI INFRACON LTD.,NA,41001,2004,NA
A K G EXIM LTD.,NA,46201,2005,AKG
SUUMAYA INDUSTRIES LTD.,NA,46101,2011,SUULD
AMANAYA VENTURES LTD.,NA,46498,2009,NA
BANSAL ROOFING PRODUCTS LTD.,NA,24103,2008,NA
BALGOPAL COMMERCIAL LTD.,NA,64300,1982,NA
ENCASH ENTERTAINMENT LTD.,NA,46909,2008,NA
BOROSIL LTD.,NA,46620,2010,BOROLTD
SANASA TECH FEB LTD.,NA,13132,2009,NA
ACE MEN ENGG. WORKS LTD.,NA,46411,1980,NA
MEGASTAR FOODS LTD.,NA,10611,2011,MEGASTAR
MANORAMA INDUSTRIES LTD.,NA,10504,2005,MANORAMA
B D R BUILDCON LTD.,NA,64300,2010,BDR
CREATIVE MERCHANTS LTD.,NA,46411,1984,NA
INVENTURUS KNOWLEDGE SOLUTIONS LTD.,NA,63999,2006,IKS
GOKUL AGRO RESOURCES LTD.,NA,10402,2014,GOKULAGRO
HANMAN FIT LTD.,NA,46498,2013,NA
P B FILMS LTD.,NA,64191,2007,NA
PREVEST DENPRO LTD.,NA,32501,1999,NA
KUBERAN GLOBAL EDU SOLUTIONS LTD.,NA,85491,2013,NA
LLOYDS LUXURIES LTD.,NA,86909,2013,LLOYDS
QUICKTOUCH TECHNOLOGIES LTD.,NA,46512,2013,QUICKTOUCH
PRECISION METALIKS LTD.,NA,29301,2012,PRECISION
3RD ROCK MULTIMEDIA LTD.,NA,82300,2012,3RDROCK
E K I ENERGY SERVICES LTD.,NA,71100,2011,NA
NAMO EWASTE MGMT. LTD.,NA,46620,2014,NAMOEWASTE
LE LAVOIR LTD.,NA,46909,1981,NA
MEGHNA INFRACON INFRASTRUCTURE LTD.,NA,64300,2007,NA
S S P N FINANCE LTD.,NA,64191,2012,NA
DESTINY LOGISTICS & INFRA LTD.,NA,52219,2011,DESTINY
GROWINGTON VENTURES INDIA LTD.,NA,46696,2010,NA
TARA CHAND INFRALOGISTIC SOLUTIONS LTD.,NA,46909,2012,TARACHAND
SILVER PEARL HOSPITALITY & LUXURY SPACES LTD.,NA,55101,2011,NA
J L A INFRAVILLE SHOPPERS LTD.,NA,64191,2013,NA
U R SUGAR INDS. LTD.,NA,64300,2010,NA
SUPRIYA LIFESCIENCE LTD.,NA,2100,2008,SUPRIYA
PRIME FRESH LTD.,NA,46309,2007,NA
PREMIER ROADLINES LTD.,NA,52219,2008,PRLIND
VEER GLOBAL INFRACONSTRUCTION LTD.,NA,41001,2012,NA
BHARAT ROAD NETWORK LTD.,NA,34,2006,BRNL
FILTRA CONSULTANTS & ENGINEERS LTD.,NA,46529,2011,NA
TIMES GREEN ENERGY (INDIA) LTD.,NA,46909,2010,NA
ADANI ENERGY SOLUTIONS LTD.,NA,34,2013,ADANIENSOL
STARLINEPS ENTERPRISES LTD.,NA,46697,2011,NA
KAHAN PACKAGING LTD.,NA,22203,2013,NA
NEW SWAN MULTITECH LTD.,NA,2930,2014,NA
GREENCHEF APPLIANCES LTD.,NA,27509,2010,GREENCHEF
GANESHA ECOVERSE LTD.,NA,34,2003,NA
SHYAM CENTURY FERROUS LTD.,NA,24104,2011,SHYAMCENT
WAAREE TECHNOLOGIES LTD.,NA,27201,2013,NA
LEAD RECLAIM & RUBBER PRODUCTS LTD.,NA,221,2012,LRRPL
SHELTER PHARMA LTD.,NA,10809,2007,NA
AETHER INDUSTRIES LTD.,NA,20119,2013,AETHER
ARABIAN PETROLEUM LTD.,NA,46610,2009,ARABIAN
GALA GLOBAL PRODUCTS LTD.,NA,58132,2010,NA
AMIN TANNERY LTD.,NA,1520,2013,NA
GRETEX INDUSTRIES LTD.,NA,47595,2009,GRETEX
S B C EXPORTS LTD.,NA,1410,2011,SBC
CHOTHANI FOODS LTD.,NA,46209,2014,NA
DALMIA BHARAT LTD.,NA,70200,2013,DALBHARAT
RAGHUVANSH AGROFARMS LTD.,NA,1199,1996,NA
MANGALAM SEEDS LTD.,NA,1119,2011,NA
JIYA ECO-PRODUCTS LTD.,NA,34,2011,JIYAECO
SHIVANSH FINSERVE LTD.,NA,64191,1984,NA
SHEETAL COOL PRODUCTS LTD.,NA,1412,2013,SCPL
ARYAMAN CAPITAL MARKETS LTD.,NA,64300,2008,NA
WONDER ELECTRICALS LTD.,NA,27503,2009,WEL
SHUBHAM POLYSPIN LTD.,NA,13134,2012,NA
SAB EVENTS & GOVERNANCE NOW MEDIA LTD.,NA,18111,2014,SABEVENTS
MAJESTIC RESEARCH SERVICES & SOLUTIONS LTD.,NA,73200,2012,NA
MANGAL COMPUSOLUTION LTD.,NA,46909,2011,NA
UNIHEALTH CONSULTANCY LTD.,NA,70200,2010,UNIHEALTH
AURUM PROPTECH LTD.,NA,46909,2013,AURUM
DHRUV CONSULTANCY SERVICES LTD.,NA,71100,2003,DHRUV
MANOMAY TEX INDIA LTD.,NA,20203,2009,MANOMAY
AFFORDABLE ROBOTIC & AUTOMATION LTD.,NA,27900,2010,AFFORDABLE
JHANDEWALAS FOODS LTD.,NA,10504,2006,NA
VINSYS I T SERVICES INDIA LTD.,NA,62013,2008,VINSYS
TAAL ENTERPRISES LTD.,NA,64300,2014,NA
RAJNANDINI METAL LTD.,NA,24201,2010,RAJMET
GRETEX CORPORATE SERVICES LTD.,NA,66190,2008,NA
I D F C FIRST BANK LTD.,NA,64191,2014,IDFCFIRSTB
NEOPOLITAN PIZZA & FOODS LTD.,NA,1139,2011,NEO
HINDPRAKASH INDUSTRIES LTD.,NA,20,2008,HPIL
GOKUL SOLUTIONS LTD.,NA,41001,2008,NA
NAVODAY ENTERPRISES LTD.,NA,5911,2007,NA
FOCUS LIGHTING & FIXTURES LTD.,NA,26105,2005,FOCUS
ARVEE LABORATORIES (INDIA) LTD.,NA,20,2012,ARVEE
ORGANIC RECYCLING SYSTEMS LTD.,NA,46909,2008,NA
HARISH TEXTILE ENGINEERS LTD.,NA,28269,2010,NA
ATHENA CONSTRUCTIONS LTD.,NA,41001,2011,NA
K H F M HOSPITALITY & FACILITY MGMT. SERVICES LTD.,NA,82990,2006,KHFM
HEC INFRA PROJECTS LTD.,NA,46593,2005,HECPROJECT
SOLEX ENERGY LTD.,NA,27900,2014,SOLEX
PUDUMJEE PAPER PRODUCTS LTD.,NA,17013,2015,PDMJEPAPER
KRYSTAL INTEGRATED SERVICES LTD.,NA,70200,2000,KRYSTAL
WEB ELEMENT SOLUTIONS LTD.,NA,62013,2008,NA
ADHIRAJ DISTRIBUTORS LTD.,NA,64191,2011,NA
ASHNISHA INDUSTRIES LTD.,NA,46909,2009,NA
K P ENERGY LTD.,I,42201,2010,KPEL
BRAINBEES SOLUTIONS LTD.,NA,46411,2010,FIRSTCRY
RATEGAIN TRAVEL TECHNOLOGIES LTD.,NA,62013,2012,RATEGAIN
TANVI FOODS (INDIA) LTD.,NA,46303,2007,NA
P E ANALYTICS LTD.,NA,46909,2008,PROPEQUITY
LANCER CONTAINER LINES LTD.,NA,50,2011,LANCER
HAPPIEST MINDS TECHNOLOGIES LTD.,NA,62013,2011,HAPPSTMNDS
F S N E-COMMERCE VENTURES LTD.,NA,47912,2012,NYKAA
AXITA COTTON LTD.,NA,46411,2013,AXITA
CROMPTON GREAVES CONSUMER ELECTRICALS LTD.,NA,27509,2015,CROMPTON
SAKAR HEALTHCARE LTD.,NA,21002,2004,SAKAR
SIYARAM RECYCLING INDS. LTD.,NA,46620,2007,NA
AUSTRALIAN PREMIUM SOLAR (INDIA) LTD.,NA,46529,2013,APS
INFOBEANS TECHNOLOGIES LTD.,NA,62013,2011,INFOBEAN
TEJNAKSH HEALTHCARE LTD.,NA,86100,2008,NA
GANGES SECURITIES LTD.,NA,64300,2015,GANGESSECU
PALASH SECURITIES LTD.,NA,77,2015,PALASHSECU
MAGADH SUGAR & ENERGY LTD.,NA,10721,2015,MAGADSUGAR
AVADH SUGAR & ENERGY LTD.,NA,10721,2015,AVADHSUGAR
BLUEBLOOD VENTURES LTD.,NA,64300,2007,NA
GARMENT MANTRA LIFESTYLE LTD.,NA,1410,2011,NA
ANGEL FIBERS LTD.,NA,13111,2014,NA
ACCENT MICROCELL LTD.,NA,21009,2012,ACCENTMIC
A B N INTERCORP LTD.,NA,55101,2005,ABNINT
KRISHNA DEFENCE & ALLIED INDS. LTD.,NA,26309,2013,KRISHNADEF
NAKSH PRECIOUS METALS LTD.,NA,46498,2003,NA
DELHIVERY LTD.,NA,53200,2011,DELHIVERY
SUPERSHAKTI METALIKS LTD.,NA,24108,2012,NA
MISHKA EXIM LTD.,NA,46498,2014,NA
AASHKA HOSPITALS LTD.,NA,86100,2012,NA
DECCAN TRANSCON LEASING LTD.,NA,50,2007,DECCANTRAN
BIGBLOC CONSTRUCTION LTD.,NA,23912,2015,BIGBLOC
MOHINI HEALTH & HYGIENE LTD.,NA,1161,2009,MHHL
NARMADA AGROBASE LTD.,NA,10801,2013,NARMADA
PANACHE DIGILIFE LTD.,NA,26209,2007,PANACHE
